name,date,total_ntl,total_pixels,weighted_ntl_mean,prev_weighted_ntl_mean,pct_change
Arbutus Ridge,5月 2022,133.91051435470564,37,3.61920309066772,3.29175114631653,9.947651866624511
Arbutus Ridge,7月 2022,126.80533552169791,37,3.42717123031616,3.61920309066772,-5.305915571489292
Arbutus Ridge,9月 2022,108.63194227218635,37,2.93599843978882,3.42717123031616,-14.331726007224582
Arbutus Ridge,11月 2022,98.8343572616578,37,2.67119884490967,2.93599843978882,-9.019064563882957
Arbutus Ridge,1月 2023,100.30499625205998,37,2.71094584465027,2.67119884490967,1.4879835627490994
Arbutus Ridge,3月 2023,105.76763176918037,37,2.85858464241028,2.71094584465027,5.446025343935139
Arbutus Ridge,5月 2023,130.3405289649965,37,3.5227169990539595,2.85858464241028,23.232908579670436
Arbutus Ridge,7月 2023,114.4214315414429,37,3.0924711227417,3.5227169990539595,-12.213466946899333
Arbutus Ridge,9月 2023,103.44373440742496,37,2.79577660560608,3.0924711227417,-9.594091758974256
Arbutus Ridge,11月 2023,98.83198428153993,37,2.67113471031189,2.79577660560608,-4.458220840830361
