"name","population","population_density","ntl_mean","n_pixels","n_non_na_pixels","prop_non_na_pixels","date","pct_change"
59150871,548,1746.3,4.38081645965576,7,7,1,"2022-07",-3.95032352021785
59150872,423,5437,3.09471583366394,4,4,1,"2022-07",-9.65235708738239
59150873,512,8139.9,3.56888151168823,2,2,1,"2022-07",0.355747630835112
59150874,592,3462,2.85613369941711,5,5,1,"2022-07",-7.17462787693368
59150875,530,15588.2,3.11183881759644,2,2,1,"2022-07",-21.2364527070145
59150876,580,17365.3,3.09212756156921,2,2,1,"2022-07",-8.78671060605728
59150877,358,21309.5,5.23623275756836,4,4,1,"2022-07",-9.40484117391166
59150878,540,15562,4.24997329711914,2,2,1,"2022-07",-8.68689749738395
59150879,634,12431.4,5.47313499450684,2,2,1,"2022-07",-11.6249700585017
59150880,587,11834.7,5.68734979629517,2,2,1,"2022-07",-8.50844575223212
59150881,594,9054.9,3.77729082107544,4,4,1,"2022-07",-1.46228297108854
59150882,700,8872,4.64170932769775,4,4,1,"2022-07",-3.56606736388245
59150883,465,2725.7,2.35302948951721,8,8,1,"2022-07",1.02919698988028
59150884,369,4538.7,3.15907192230225,3,3,1,"2022-07",-2.25424224196377
59150885,438,631.3,1.82416462898254,13,13,1,"2022-07",3.82949497680002
59150886,489,971.2,2.81582117080688,11,11,1,"2022-07",0.956790967715176
59150887,511,3098.8,2.8646764755249,4,4,1,"2022-07",0.36729345736477
59150888,459,5151.5,2.58714509010315,4,4,1,"2022-07",-1.52492320525724
59150889,512,4620.9,2.75634288787842,6,6,1,"2022-07",-10.8439560625998
59150890,569,5066.8,2.44891762733459,4,4,1,"2022-07",-1.78471284556659
59150891,520,2476.2,1.73730099201202,5,5,1,"2022-07",-6.53011231879155
59150892,434,2759.1,3.04750514030457,6,6,1,"2022-07",-13.8426161529215
59150893,544,4839.9,2.53974318504333,2,2,1,"2022-07",-1.9758494710769
59150894,630,6344.4,2.98991680145264,4,4,1,"2022-07",-0.517292436697222
59150895,533,5120.1,2.44771075248718,3,3,1,"2022-07",-4.14657863520761
59150896,523,5397.3,2.79961943626404,4,4,1,"2022-07",-4.39711453631859
59150897,605,5233.6,2.72713470458984,4,4,1,"2022-07",-5.67228881364939
59150898,497,3750.9,2.8984317779541,6,6,1,"2022-07",-11.8375983087073
59150899,528,3922.7,3.18343281745911,5,5,1,"2022-07",-16.3171285003537
59150900,441,5000,3.31578087806702,3,3,1,"2022-07",-15.0355204047974
59150901,449,4397.6,2.6785945892334,4,4,1,"2022-07",-11.9053102290643
59150902,394,3885.6,2.64174151420593,4,4,1,"2022-07",-10.5225598846448
59150903,497,2522.8,2.35187649726868,6,6,1,"2022-07",-8.82098781464959
59150904,419,3301.8,2.71939754486084,6,6,1,"2022-07",-2.57129046115222
59150905,520,3685.3,2.75287795066833,3,3,1,"2022-07",-1.40734222144527
59150906,486,3799.8,2.99619722366333,4,4,1,"2022-07",0.597205155119987
59150907,609,3720.2,3.16454601287842,6,6,1,"2022-07",0.177916214919861
59150908,508,2273.9,2.86336374282837,7,7,1,"2022-07",-2.41854546990938
59150909,517,2065.5,2.40352988243103,5,5,1,"2022-07",1.481472757205
59150910,475,2683.6,2.69810247421265,6,6,1,"2022-07",-5.49848719577724
59150911,551,1146,1.8399738073349,9,9,1,"2022-07",-14.7781123994635
59150912,500,2913.8,2.49467587471008,5,5,1,"2022-07",-7.57316860955598
59150913,503,2637.7,1.80910038948059,5,5,1,"2022-07",-4.84725045297764
59150914,489,3154.8,1.79037320613861,5,5,1,"2022-07",-4.13665286658988
59150915,474,3959.9,1.39031636714935,6,6,1,"2022-07",-4.12331233900297
59150916,447,4249,1.85154902935028,4,4,1,"2022-07",-6.60916754975143
59150917,487,2740.6,2.57422685623169,4,4,1,"2022-07",-16.7642958269555
59150918,453,4206.1,2.49738955497742,2,2,1,"2022-07",-10.0666394615131
59150919,454,1217.2,1.62447643280029,9,9,1,"2022-07",-11.1162480010755
59150920,526,5182.3,2.12112855911255,4,4,1,"2022-07",-5.00806239962053
59150922,489,5451.5,2.33589673042297,3,3,1,"2022-07",-4.34601311424085
59150923,598,4472.7,2.09523367881775,2,2,1,"2022-07",-2.97677968979688
59150924,605,6641.1,2.34060788154602,4,4,1,"2022-07",-0.0349162224496721
59150925,532,6193.2,2.41891002655029,2,2,1,"2022-07",0.947513112642501
59150926,713,6571.4,2.80153226852417,3,3,1,"2022-07",4.066238344502
59150927,644,5739.8,2.59362411499023,6,6,1,"2022-07",-0.211850744431299
59150928,459,5088.7,2.46108460426331,5,5,1,"2022-07",-2.8922438438748
59150929,431,4556,2.73761248588562,3,3,1,"2022-07",1.90658965615685
59150930,444,3925.7,2.37704491615295,2,2,1,"2022-07",-0.929853712767278
59150931,478,3027.2,2.53306031227112,5,5,1,"2022-07",7.63084744454338
59150932,435,1239,1.65026319026947,11,11,1,"2022-07",2.46202807655979
59150933,447,2895.1,2.00545454025269,4,4,1,"2022-07",3.1678525909659
59150934,402,659.3,1.77166426181793,11,11,1,"2022-07",2.75055417058022
59150935,439,3864.4,2.16922211647034,4,4,1,"2022-07",3.70494441677241
59150953,558,334.3,1.33571624755859,22,22,1,"2022-07",-11.8388979547519
59150954,434,994.5,2.05081748962402,9,9,1,"2022-07",-9.36601055755236
59150955,577,3142.7,2.71101832389832,3,3,1,"2022-07",-1.690505184645
59150956,580,4603.2,2.64451622962952,6,6,1,"2022-07",-5.82603256670983
59150957,440,2684.6,2.73721098899841,6,6,1,"2022-07",-5.60325080092617
59150958,376,3904.5,2.96042823791504,2,2,1,"2022-07",-1.17551365399785
59150959,503,3954.4,2.78685116767883,5,5,1,"2022-07",-11.6285531175564
59150960,446,3391.6,2.88569307327271,4,4,1,"2022-07",-8.02548254714521
59150961,480,2779.4,2.98580169677734,4,4,1,"2022-07",-17.2177502569065
59150962,465,3843,3.23643136024475,4,4,1,"2022-07",-16.4442835583448
59150963,446,4259.8,2.87924194335938,3,3,1,"2022-07",-8.11604978362044
59150964,598,3895.8,3.39220833778381,7,7,1,"2022-07",-2.4552923183497
59150965,415,4621.4,3.30611419677734,4,4,1,"2022-07",-3.1842786357261
59150966,510,4713.5,3.32489013671875,4,4,1,"2022-07",-3.80014137218203
59150967,588,4586.6,3.28154611587524,2,2,1,"2022-07",-3.90465898055805
59150968,516,2421.4,3.09151268005371,6,6,1,"2022-07",-0.683951589919109
59150969,573,3730.5,2.95460510253906,4,4,1,"2022-07",-1.28611894993229
59150970,517,3628.1,2.83008074760437,5,5,1,"2022-07",-4.11706613651745
59150971,512,3088.1,2.95885372161865,5,5,1,"2022-07",-13.9223628227244
59150972,679,5003.7,3.06731176376343,3,3,1,"2022-07",0.825697420351827
59150973,641,5432.2,4.09952116012573,4,4,1,"2022-07",-16.6103708135295
59150974,520,4395.6,3.81545352935791,4,4,1,"2022-07",-15.5734701278482
59150975,691,7906.2,4.26088762283325,4,4,1,"2022-07",-9.81737666778837
59150976,621,4529.5,3.36022901535034,6,6,1,"2022-07",-12.4779383431766
59150977,796,6109,3.39869832992554,3,3,1,"2022-07",0.297772748214199
59150978,410,3723.9,3.64796257019043,4,4,1,"2022-07",-17.5607044773264
59150979,453,2894.6,3.61358761787415,4,4,1,"2022-07",-15.2771922387088
59150980,498,3539.4,3.14274907112122,4,4,1,"2022-07",-12.9358534223531
59150981,396,2769.2,3.282066822052,3,3,1,"2022-07",-7.591941278734
59150982,609,4445.3,2.91141152381897,4,4,1,"2022-07",-4.42825669261143
59150983,604,527.6,1.51778292655945,17,17,1,"2022-07",-5.75043561999515
59150984,499,2272.3,2.33914470672607,6,6,1,"2022-07",1.89447744138298
59150985,637,2544.9,2.70018911361694,7,7,1,"2022-07",-0.344395419688014
59150986,516,3720.3,3.41009521484375,6,6,1,"2022-07",-13.0378719699851
59150987,1002,1561.5,3.93979263305664,15,15,1,"2022-07",-0.31243667608787
59151198,500,860,11.8105182647705,10,10,1,"2022-07",86.2585256953188
59151199,532,7358.2,8.63880920410156,6,6,1,"2022-07",26.5041596415269
59151200,499,9415.1,6.23685550689697,2,2,1,"2022-07",22.3857467142999
59151201,405,9142.2,6.23541402816772,2,2,1,"2022-07",22.3600252119492
59151202,448,10275.2,6.01999998092651,1,1,1,"2022-07",18.5039384121623
59151203,573,10213.9,5.71003675460815,3,3,1,"2022-07",14.6390761489023
59151204,638,10722.7,6.43593740463257,4,4,1,"2022-07",15.6433204996302
59151205,257,7219.1,8.46255588531494,4,4,1,"2022-07",13.5137112747482
59151206,690,10764.4,5.47442150115967,2,2,1,"2022-07",15.217910765911
59151207,527,1305.7,10.7101259231567,7,7,1,"2022-07",38.1196587293393
59151208,734,2193,6.97642612457275,8,8,1,"2022-07",30.0894635777534
59151209,667,6292.5,4.65306043624878,4,4,1,"2022-07",15.9033038381859
59151211,584,6058.1,3.48041963577271,4,4,1,"2022-07",-1.67017268752495
59151213,644,4450.6,3.26993560791016,5,5,1,"2022-07",4.56118902590801
59151214,628,7715,3.553546667099,5,5,1,"2022-07",6.23538071457849
59151215,543,5146.9,4.10377550125122,5,5,1,"2022-07",12.5209303858015
59151216,651,7587.4,4.57256603240967,7,7,1,"2022-07",24.0339490040607
59151217,405,8282.2,3.35678839683533,2,2,1,"2022-07",8.39339944949495
59151219,457,459.3,1.95949602127075,17,17,1,"2022-07",-4.64524138251116
59151220,476,3736.3,3.14861607551575,4,4,1,"2022-07",4.08119564825065
59151221,709,11623,3.55452060699463,2,2,1,"2022-07",1.08181600049532
59151222,583,5383.2,3.68722820281982,4,4,1,"2022-07",0.472472865260831
59151223,588,5130.9,3.86362338066101,4,4,1,"2022-07",-2.26675455005507
59151224,731,5618.8,3.84282875061035,4,4,1,"2022-07",-2.65846166110613
59151225,559,5896.6,3.7867124080658,4,4,1,"2022-07",-1.85918327699595
59151226,666,6247.7,3.36901760101318,4,4,1,"2022-07",-8.58133247418182
59151227,589,6129,3.47475147247314,4,4,1,"2022-07",-5.62458576853689
59151228,599,5190.6,3.34474897384644,3,3,1,"2022-07",-9.0183125619751
59151229,895,7775.8,3.1780424118042,4,4,1,"2022-07",-14.6853669623246
59151230,365,6103.7,3.05058073997498,2,2,1,"2022-07",-16.4796274285167
59151231,300,3841.2,2.70082426071167,2,2,1,"2022-07",-9.02896557860621
59151234,292,8366.8,2.59073090553284,2,2,1,"2022-07",-9.742893433565
59151236,1133,6225.3,3.09366178512573,5,5,1,"2022-07",-3.27500280840197
59151351,784,14332.7,5.3322114944458,2,2,1,"2022-07",-4.24561919386535
59151352,404,10631.6,4.48000001907349,1,1,1,"2022-07",-11.6370834834618
59151353,454,6102.2,4.9439959526062,4,4,1,"2022-07",-7.45198077436849
59151354,480,7894.7,4.59757852554321,3,3,1,"2022-07",-11.8942905581402
59151355,678,7306,4.53159093856812,4,4,1,"2022-07",-8.91758832711023
59151356,1190,20659.7,4.75247955322266,2,2,1,"2022-07",-14.4315836232784
59151357,627,5573.3,4.4084210395813,4,4,1,"2022-07",-4.30602392678297
59151358,482,7824.7,4.74042797088623,4,4,1,"2022-07",-13.9252704543977
59151359,594,7029.6,4.24359655380249,3,3,1,"2022-07",2.08494021593745
59151360,552,7282.3,4.25119018554688,4,4,1,"2022-07",-1.26321051784627
59151361,538,4543.9,3.83429861068726,4,4,1,"2022-07",1.98402647769926
59151362,579,7442.2,4.42000007629395,1,1,1,"2022-07",-17.5373140635375
59151363,658,6811.6,3.92227721214294,4,4,1,"2022-07",12.7026904825028
59151364,718,7907.5,3.74395895004272,3,3,1,"2022-07",18.9331530978713
59151365,534,7864.5,3.88637256622314,2,2,1,"2022-07",27.5737841121504
59151366,496,3289.1,5.15214967727661,6,6,1,"2022-07",1.37949450623882
59151367,555,6423.6,6.57137012481689,4,4,1,"2022-07",18.9134436621285
59151368,568,6120.7,4.21832609176636,3,3,1,"2022-07",28.4771153064286
59151369,702,4692.5,5.81080293655396,5,5,1,"2022-07",-5.44805062701057
59151370,768,6649.4,4.45054912567139,6,6,1,"2022-07",-15.7667415067567
59151371,647,6063.7,4.02640104293823,3,3,1,"2022-07",3.96175614382989
59151372,554,4946.4,3.6613335609436,2,2,1,"2022-07",-2.61254091171704
59151373,728,3886.8,6.3867073059082,4,4,1,"2022-07",3.60961721928776
59151407,534,1492,11.1574001312256,5,5,1,"2022-07",9.01327432515178
59151408,440,9565.2,9.01774215698242,2,2,1,"2022-07",21.3156240540047
59151409,548,4914.8,9.99867534637451,6,6,1,"2022-07",18.4002817836026
59151410,566,6535.8,8.21310234069824,2,2,1,"2022-07",28.5071765115881
59151411,712,7518.5,6.41503810882568,4,4,1,"2022-07",14.734287466005
59151412,547,5621.8,5.82867479324341,3,3,1,"2022-07",13.0748355187846
59151413,590,5629.8,5.77849578857422,4,4,1,"2022-07",12.6624573136424
59151414,854,6354.2,4.85471248626709,5,5,1,"2022-07",8.78768969061806
59151415,611,4876.3,4.66480922698975,4,4,1,"2022-07",10.4683481782823
59151416,548,7007.7,4.84429311752319,3,3,1,"2022-07",9.5059672405391
59151417,495,6496.1,4.99358415603638,2,2,1,"2022-07",9.5598087906423
59151418,592,9736.8,5.28178358078003,6,6,1,"2022-07",4.21428582181051
59151419,487,6424.8,4.49523019790649,5,5,1,"2022-07",-8.26709982473113
59151420,576,5765.8,4.54642343521118,6,6,1,"2022-07",-7.43497491498124
59151423,865,20843.4,4.1617488861084,2,2,1,"2022-07",-3.98614238880324
59151424,567,5334,4.40171003341675,3,3,1,"2022-07",-4.81337665702984
59151425,574,2440.5,4.36570405960083,6,6,1,"2022-07",-10.0160654269575
59151426,533,2812.7,4.30413484573364,6,6,1,"2022-07",-4.06687964531298
59151427,565,4858.1,4.61972665786743,3,3,1,"2022-07",-2.95454536348373
59151428,519,7168.5,5.14509201049805,4,4,1,"2022-07",9.11240973610766
59151429,590,5917.8,4.74295711517334,5,5,1,"2022-07",2.04067982241284
59151430,420,6122.4,4.96478223800659,4,4,1,"2022-07",15.8251411200991
59151432,610,4955.3,4.55396175384521,3,3,1,"2022-07",-4.29216376964822
59151433,478,6620.5,4.26752996444702,4,4,1,"2022-07",-6.56855399462838
59151434,486,5618.5,3.88796281814575,3,3,1,"2022-07",-2.24190869799733
59151435,537,8111.8,4.15314531326294,4,4,1,"2022-07",-9.54717178646927
59151436,482,6807.9,4.3230938911438,2,2,1,"2022-07",-10.0356436547448
59151437,423,7434.1,4.75993490219116,2,2,1,"2022-07",-2.09388282130037
59151438,412,7317.9,5.34316730499268,2,2,1,"2022-07",-6.89231892628426
59151439,501,2849.8,6.12227582931519,4,4,1,"2022-07",6.51616092130256
59151440,485,6928.6,5.88928651809692,2,2,1,"2022-07",-9.62583866478934
59151441,533,5743.5,6.03873538970947,4,4,1,"2022-07",1.09234995813941
59151442,519,4621.5,6.77811527252197,2,2,1,"2022-07",6.36049742462934
59151443,505,1263.1,7.77316999435425,6,6,1,"2022-07",16.8479050119354
59151444,878,1600.7,10.4490299224854,7,7,1,"2022-07",13.1574215612537
59151448,660,4570.6,4.68910264968872,2,2,1,"2022-07",-17.0223216560972
59151449,527,6782.5,4.42957019805908,4,4,1,"2022-07",-5.46496884902114
59151450,663,4175.1,4.38121175765991,6,6,1,"2022-07",-2.27308092927539
59151451,589,5785.9,4.65431547164917,5,5,1,"2022-07",-2.96544304542438
59151452,538,6148.6,4.66488933563232,5,5,1,"2022-07",-1.58426190324109
59151453,626,7390.8,4.88330984115601,6,6,1,"2022-07",1.35137903504914
59151454,537,8731.7,5.53885841369629,3,3,1,"2022-07",-13.2621429197608
59151455,916,11698.6,5.20697736740112,3,3,1,"2022-07",1.43068818493517
59151456,715,4805.1,5.09808397293091,6,6,1,"2022-07",-5.65734369402198
59151457,518,6632.5,5.37059307098389,4,4,1,"2022-07",-2.65270188137035
59151458,650,9420.3,5.31932306289673,4,4,1,"2022-07",-1.67079183920992
59151459,531,8021.1,5.86051654815674,4,4,1,"2022-07",1.94132697474308
59151460,414,6438.6,6.21777105331421,4,4,1,"2022-07",8.78124415252094
59151461,649,10000,5.28014373779297,2,2,1,"2022-07",-19.124623989228
59151463,458,11036.1,6.3675332069397,2,2,1,"2022-07",5.67230067731107
59151464,451,7631.1,6.30065441131592,4,4,1,"2022-07",6.63768746836908
59151465,503,9901.6,6.12473487854004,2,2,1,"2022-07",5.60438686764712
59151467,520,34666.7,6.02363014221191,2,2,1,"2022-07",1.88329520244395
59151469,696,7837.8,5.02999973297119,1,1,1,"2022-07",-3.8240972346637
59151470,670,8589.7,5.40450572967529,2,2,1,"2022-07",0.443983771316
59151471,742,6993.4,6.04830884933472,2,2,1,"2022-07",4.08052658372099
59151472,577,7167.7,6.10788345336914,3,3,1,"2022-07",0.201683780296511
59151473,690,8060.7,5.96534109115601,2,2,1,"2022-07",-1.83993813282076
59151474,647,7567.3,3.95519518852234,6,6,1,"2022-07",-1.15184178851896
59151475,735,6453,3.77238821983337,2,2,1,"2022-07",-1.04123290561926
59151476,736,4482.3,3.57659292221069,5,5,1,"2022-07",-4.83559541451922
59151477,822,5858.9,3.0703911781311,2,2,1,"2022-07",-13.6551320742878
59151478,642,2014.4,3.93516612052917,10,10,1,"2022-07",1.52138613896694
59151479,745,8652.7,5.09686183929443,2,2,1,"2022-07",-2.64029673280228
59151480,538,4180.3,4.55359745025635,3,3,1,"2022-07",-2.93738437740477
59151481,614,6233.5,4.98512840270996,4,4,1,"2022-07",1.42125566109962
59151482,559,8054.8,5.04042768478394,2,2,1,"2022-07",4.55235345940234
59151483,634,9505.2,5.59301805496216,4,4,1,"2022-07",6.63247406986664
59151484,503,5945.6,5.97636032104492,4,4,1,"2022-07",5.76738752189255
59151485,586,4164.9,6.02984571456909,4,4,1,"2022-07",9.25192664955856
59151486,735,8467.7,6.95925569534302,5,5,1,"2022-07",9.26134547330234
59152941,1691,2379,3.62484526634216,12,12,1,"2022-07",2.93830135214422
59152942,1104,1652.2,2.5255491733551,13,13,1,"2022-07",-7.2888341508017
59152943,660,4925.4,1.76764047145844,3,3,1,"2022-07",-14.3177422663433
59152944,676,8345.7,2.37288165092468,4,4,1,"2022-07",-10.5314908869671
59152945,1325,4942.2,3.40796089172363,5,5,1,"2022-07",-8.99890110023049
59152946,927,5591.1,2.98884439468384,4,4,1,"2022-07",-6.92599433825099
59153075,444,4654.1,4.2470588684082,2,2,1,"2022-07",-5.75928151822447
59153076,238,4630.4,4.04999971389771,1,1,1,"2022-07",0.496277475228899
59153077,457,7020,4.22419214248657,2,2,1,"2022-07",2.09307106915462
59153078,691,6599.8,3.86301064491272,2,2,1,"2022-07",-1.75032970428687
59153079,594,8092.6,4.32510709762573,6,6,1,"2022-07",-2.46238625871752
59153080,578,8072.6,4.31946229934692,3,3,1,"2022-07",-17.652419587748
59153081,376,5053.8,3.18595457077026,2,2,1,"2022-07",-0.545986810875828
59153082,339,3937.3,2.57321953773499,4,4,1,"2022-07",1.23545759740227
59153083,362,2238.7,2.97508931159973,5,5,1,"2022-07",1.52323551677802
59153084,666,5423.5,4.97118616104126,6,6,1,"2022-07",9.25755548193925
59153085,496,8857.1,3.95313572883606,3,3,1,"2022-07",2.05371630159585
59153086,684,10737.8,3.93067383766174,3,3,1,"2022-07",2.07804941656507
59153087,750,8650.5,3.97278499603271,3,3,1,"2022-07",2.06442105031039
59153088,676,5787.7,4.27467775344849,6,6,1,"2022-07",3.11886683284433
59153089,706,8305.9,4.44495391845703,3,3,1,"2022-07",5.2377838630664
59153090,787,10128.7,4.22690153121948,4,4,1,"2022-07",3.46496465575906
59153091,719,11376.6,4.21028470993042,3,3,1,"2022-07",2.87913610303754
59153092,466,7979.5,5.21890449523926,6,6,1,"2022-07",10.39140061806
59153093,653,6795,6.11844491958618,3,3,1,"2022-07",12.7670176676376
59153094,484,9699.4,5.97378301620483,2,2,1,"2022-07",6.42199270842227
59153095,548,7258.3,8.33068180084229,4,4,1,"2022-07",31.7527910742336
59153096,627,7464.3,6.91474580764771,4,4,1,"2022-07",22.0613407926187
59153097,1067,1201,8.94792175292969,16,16,1,"2022-07",28.0572752935467
59153098,510,2975.5,8.8152551651001,4,4,1,"2022-07",-0.760731698990047
59153123,554,16198.8,4.85999965667725,1,1,1,"2022-07",1.88678566269634
59153124,321,18882.4,4.84154176712036,2,2,1,"2022-07",1.68419964714037
59153132,1359,11306.2,8.66122913360596,3,3,1,"2022-07",5.06613922798583
59153133,714,10393,7.32427835464478,3,3,1,"2022-07",7.13115222313117
59153134,581,16183.8,7.16011142730713,4,4,1,"2022-07",5.22788215025932
59153135,827,15258.3,6.81836986541748,4,4,1,"2022-07",4.03552083684986
59153136,985,18274.6,6.66349124908447,2,2,1,"2022-07",1.56846401613661
59153137,645,18587.9,6.70514345169067,2,2,1,"2022-07",1.8542616168048
59153138,573,10324.3,8.23961067199707,3,3,1,"2022-07",3.94218024953034
59153139,495,13750,7.70810985565186,4,4,1,"2022-07",3.92233731234289
59153140,790,10394.7,8.77376270294189,2,2,1,"2022-07",4.28892474782073
59153141,724,15146.4,7.12702465057373,2,2,1,"2022-07",6.80999132597158
59153142,500,15197.6,6.90156698226929,2,2,1,"2022-07",4.81200167512264
59153144,765,17708.3,8.6773567199707,2,2,1,"2022-07",6.50371521811395
59153145,590,8663.7,7.66064214706421,2,2,1,"2022-07",6.8470003521545
59153146,8778,8068.8,9.709228515625,15,15,1,"2022-07",3.18454398329085
59153151,641,5864.6,7.6848611831665,4,4,1,"2022-07",-1.75267027627151
59153152,935,7030.1,7.84082269668579,4,4,1,"2022-07",-3.87985055118546
59153153,768,15641.5,7.30124950408936,2,2,1,"2022-07",-5.78903055146999
59153154,841,11139.1,5.94203948974609,4,4,1,"2022-07",0.984327662431442
59153155,481,6073.2,7.04300117492676,3,3,1,"2022-07",-2.6268109910825
59153156,356,8661.8,6.64341640472412,2,2,1,"2022-07",-5.13197901692724
59153157,575,8646.6,6.58301162719727,2,2,1,"2022-07",-6.07983377674534
59153158,727,9008.7,7.6497859954834,4,4,1,"2022-07",0.144854174824756
59153159,654,8861.8,7.60582208633423,4,4,1,"2022-07",-4.85968463683272
59153160,741,10263.2,6.9421591758728,2,2,1,"2022-07",-9.52355443052515
59153161,552,12988.2,5.19917154312134,4,4,1,"2022-07",1.84532931112522
59153162,504,17027,5.05221557617188,2,2,1,"2022-07",1.92505121618244
59153163,425,5195.6,9.90548324584961,2,2,1,"2022-07",12.2139835818754
59153164,1593,16074.7,9.60884284973145,4,4,1,"2022-07",2.68057223342843
59153165,525,16104.3,8.47989463806152,2,2,1,"2022-07",3.06540211473944
59153166,1091,9864.4,5.51317024230957,3,3,1,"2022-07",4.40770705552981
59153167,616,3634.2,4.64553070068359,4,4,1,"2022-07",0.386693012240316
59153168,1096,36655.5,11.1515445709229,2,2,1,"2022-07",-0.0346148522762252
59153171,742,11041.7,7.66233777999878,4,4,1,"2022-07",-0.403984885089605
59153172,784,37874.4,8.73639965057373,2,2,1,"2022-07",0.970045638768013
59153181,554,640.9,17.2741107940674,17,14,0.823529411764706,"2022-07",18.193440261449
59153182,454,30469.8,10.1296253204346,2,2,1,"2022-07",-1.48602695776141
59153183,814,10369.4,10.3047847747803,3,3,1,"2022-07",8.43801034086796
59153184,639,8287.9,9.63860130310059,3,3,1,"2022-07",3.19441181374585
59153185,447,8514.3,9.3284215927124,2,2,1,"2022-07",-13.1602277573801
59153186,483,6939.7,8.28237438201904,4,4,1,"2022-07",6.67983228636679
59153187,815,14476,9.15682792663574,4,4,1,"2022-07",-8.05759443659027
59153188,252,1547,10.5238618850708,4,4,1,"2022-07",30.1440515223338
59153189,535,2392.7,9.61905002593994,4,4,1,"2022-07",14.4050499125995
59153190,629,3130.9,10.2322311401367,5,5,1,"2022-07",20.744842534328
59153191,558,9893.6,8.10837268829346,4,4,1,"2022-07",43.8266896040677
59153192,552,18278.1,7.02646780014038,2,2,1,"2022-07",42.252528565006
59153193,664,13551,5.74435901641846,2,2,1,"2022-07",24.7480583570358
59153194,345,17336.7,7.00453042984009,4,4,1,"2022-07",30.9057484563982
59153195,371,18275.9,12.563084602356,2,2,1,"2022-07",47.271535334115
59153196,495,15372.7,15.7399997711182,1,1,1,"2022-07",87.3809581657123
59153197,528,734,17.9843215942383,12,12,1,"2022-07",34.4602425256204
59153198,517,7333.3,9.82588386535645,4,4,1,"2022-07",23.4585011140781
59153199,458,16014,6.91294479370117,2,2,1,"2022-07",2.60609285374463
59153200,578,4473.7,7.16016149520874,3,3,1,"2022-07",-2.81740558317794
59153201,590,9562.4,6.57586526870728,4,4,1,"2022-07",16.9576120972598
59153202,479,17230.2,8.91176223754883,2,2,1,"2022-07",55.2809103963313
59153203,528,18526.3,8.90614318847656,2,2,1,"2022-07",55.2178355856739
59153204,400,13201.3,8.937180519104,2,2,1,"2022-07",55.5658716709916
59153205,409,15261.2,5.11487245559692,2,2,1,"2022-07",5.13423337137508
59153206,562,16578.2,8.29783821105957,4,4,1,"2022-07",12.4939169163252
59153207,483,11985.1,5.54575634002686,2,2,1,"2022-07",0.255399129670803
59153208,605,2420,7.84304618835449,8,8,1,"2022-07",11.9725809776379
59153209,485,6726.8,3.92997360229492,2,2,1,"2022-07",5.36391595332075
59153210,499,5076.3,3.27959561347961,4,4,1,"2022-07",1.83058775768056
59153211,475,5529.7,3.63173723220825,4,4,1,"2022-07",7.18017932822552
59153212,426,5101.8,4.38282680511475,2,2,1,"2022-07",20.2931967486452
59153213,563,4443.6,4.79197120666504,4,4,1,"2022-07",29.9352534166135
59153214,604,2898.3,3.4859025478363,7,7,1,"2022-07",21.415775185581
59153215,814,562.9,5.32917165756226,22,22,1,"2022-07",12.7955486863193
59153216,841,6089.8,5.14496231079102,4,4,1,"2022-07",8.01068077422607
59153217,546,4727.3,4.51411056518555,4,4,1,"2022-07",6.31812095822673
59153218,520,4933.6,5.08442401885986,4,4,1,"2022-07",6.94348703762262
59153219,489,10653.6,5.28925180435181,2,2,1,"2022-07",6.56973290518555
59153220,410,5678.7,4.51626968383789,2,2,1,"2022-07",3.63083615944703
59153221,631,8100.1,5.04667329788208,4,4,1,"2022-07",6.66082350310243
59153222,666,5131,5.70184421539307,4,4,1,"2022-07",10.397403116574
59153223,479,3748,5.71732902526855,5,5,1,"2022-07",5.17468840853797
59153224,786,5687.4,4.93783855438232,4,4,1,"2022-07",5.00636503737795
59153225,579,5017.3,5.01727390289307,3,3,1,"2022-07",6.5733846139511
59153226,632,5979.2,4.52202606201172,4,4,1,"2022-07",7.97760376193042
59153227,694,6641.1,5.36483478546143,6,6,1,"2022-07",4.75533661373644
59153228,577,6534.5,5.02345323562622,2,2,1,"2022-07",8.74951444404458
59153229,580,7295.6,4.52407550811768,2,2,1,"2022-07",10.804408317063
59153230,799,4493.8,4.98139619827271,5,5,1,"2022-07",7.8442363761389
59153231,482,8546.1,5.67946100234985,4,4,1,"2022-07",23.1771208759523
59153232,504,2718.4,7.56267213821411,6,6,1,"2022-07",34.1660358805363
59153246,943,54195.4,16.8984394073486,2,2,1,"2022-07",-5.72852762449782
59153249,574,1846.3,3.91297912597656,9,9,1,"2022-07",-5.24761257494594
59153250,385,542.4,4.32101058959961,13,13,1,"2022-07",-7.6150988661873
59153251,536,3290.4,4.34591102600098,3,3,1,"2022-07",-2.73928586330582
59153252,614,5061.8,4.10018348693848,4,4,1,"2022-07",-4.90936058082121
59153253,432,1212.1,3.942715883255,8,8,1,"2022-07",-3.28260562388505
59153254,420,1680.7,4.01975059509277,5,5,1,"2022-07",2.47599039889451
59153255,631,3150.3,3.78058886528015,6,6,1,"2022-07",2.23260175848233
59153256,526,5943.5,4.55355453491211,4,4,1,"2022-07",2.13511081335283
59153257,581,6469.9,4.97004461288452,3,3,1,"2022-07",1.91985549844853
59153258,606,6740.8,6.17490196228027,6,6,1,"2022-07",2.10986606983749
